anime_id,anime_url,title,synopsis,genres,type,studio,aired_date,episodes,members,rating_class
8395,https://myanimelist.net8395,Anime Legend Chronicles Vol. 107,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 39]","Thriller, Sci-Fi, Supernatural, Fantasy",Movie,Studio_Alpha_284,"Mar 24, 2020",31.0,2232,Low
43993,https://myanimelist.net43993,Anime Legend Chronicles Vol. 108,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 14]","Comedy, Slice of Life",TV,Studio_Alpha_1,May 2008,20.0,304515,Low
48955,https://myanimelist.net48955,Anime Legend Chronicles Vol. 109,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 19],"Romance, Fantasy, Adventure, Comedy",TV,Studio_Alpha_299,2013-11-06,11.0,215,Low
71070,https://myanimelist.net71070,Anime Legend Chronicles Vol. 110,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 40]",Action,Movie,Studio_Alpha_315,"Oct 07, 1991",17.0,1592,Low
20534,https://myanimelist.net20534,Anime Legend Chronicles Vol. 111,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 95],"Supernatural, Sci-Fi",Movie,Studio_Alpha_239,"Apr 16, 2004",10.0,370,Low
5906,https://myanimelist.net5906,Anime Legend Chronicles Vol. 112,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 37],Comedy,TV,Studio_Alpha_80,2004-08-27,12.0,59981,High
32862,https://myanimelist.net32862,Anime Legend Chronicles Vol. 113,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 26]","Sci-Fi, Adventure, Drama",Special,Studio_Alpha_341,Mar 1999,14.0,46150,Low
88952,https://myanimelist.net88952,Anime Legend Chronicles Vol. 114,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 83]","Fantasy, Thriller, Romance",TV,Madhouse,1999-11-04,12.0,962,Low
32451,https://myanimelist.net32451,Anime Legend Chronicles Vol. 115,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 41],"Comedy, Thriller, Drama, Fantasy",TV,,"Jul 28, 1995",5.0,31216,Low
96023,https://myanimelist.net96023,Anime Legend Chronicles Vol. 116,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 62],Fantasy,TV,Ufotable,"Jan 21, 1990",5.0,53826,Low
68132,https://myanimelist.net68132,Anime Legend Chronicles Vol. 117,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 22],"Drama, Thriller, Adventure, Comedy",TV,Studio_Alpha_205,Apr 2017,8.0,21662,Low
50595,https://myanimelist.net50595,Anime Legend Chronicles Vol. 118,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 94]","Fantasy, Romance, Adventure",TV,Studio_Alpha_130,Oct 2003,38.0,370,Low
18877,https://myanimelist.net18877,Anime Legend Chronicles Vol. 119,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 55],"Slice of Life, Fantasy, Drama",Movie,,Mar 1996,5.0,1745,Low
64877,https://myanimelist.net64877,Anime Legend Chronicles Vol. 120,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 62],"Sci-Fi, Adventure",OVA,Studio_Alpha_147,Nov 1991,21.0,10455,Low
79115,https://myanimelist.net79115,Anime Legend Chronicles Vol. 121,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 16],Fantasy,TV,Studio_Alpha_184,"Jan 08, 1993",11.0,2358,Low
99897,https://myanimelist.net99897,Anime Legend Chronicles Vol. 122,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 17]","Supernatural, Thriller, Slice of Life, Fantasy",TV,Madhouse,Jun 1998,15.0,690,Low
69768,https://myanimelist.net69768,Anime Legend Chronicles Vol. 123,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 53],"Drama, Adventure, Comedy",Special,Studio_Alpha_28,"Mar 31, 1992",23.0,72547,Low
20090,https://myanimelist.net20090,Anime Legend Chronicles Vol. 124,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 41]",Fantasy,TV,Studio_Alpha_328,"Nov 25, 2003",22.0,14330,Low
18606,https://myanimelist.net18606,Anime Legend Chronicles Vol. 125,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 34],Thriller,TV,Studio_Alpha_257,Aug 1997,19.0,97416,Low
29112,https://myanimelist.net29112,Anime Legend Chronicles Vol. 126,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 67]","Fantasy, Drama, Slice of Life",TV,Studio_Alpha_217,Sep 2015,4.0,201217,Low
21228,https://myanimelist.net21228,Anime Legend Chronicles Vol. 127,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 64],"Romance, Thriller, Adventure, Fantasy",TV,Studio_Alpha_128,Jan 2005,30.0,3299,Low
69438,https://myanimelist.net69438,Anime Legend Chronicles Vol. 128,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 45],"Action, Supernatural",TV,Studio_Alpha_167,Mar 1994,14.0,233,Low
21055,https://myanimelist.net21055,Anime Legend Chronicles Vol. 129,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 41],"Supernatural, Action, Thriller",TV,Studio_Alpha_85,Sep 2019,9.0,27114,Low
70289,https://myanimelist.net70289,Anime Legend Chronicles Vol. 130,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 66]",Supernatural,TV,Studio_Alpha_140,1997-04-30,46.0,1369,Low
70974,https://myanimelist.net70974,Anime Legend Chronicles Vol. 131,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 22]","Drama, Adventure, Fantasy, Supernatural",Special,Studio_Alpha_288,"Jan 28, 2000",15.0,14105,Low
41365,https://myanimelist.net41365,Anime Legend Chronicles Vol. 132,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 93]",Sci-Fi,TV,Studio_Alpha_152,2006-08-03,22.0,32172,Low
43716,https://myanimelist.net43716,Anime Legend Chronicles Vol. 133,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 11]",Adventure,OVA,Studio_Alpha_130,"Mar 21, 2005",3.0,8604,Low
94541,https://myanimelist.net94541,Anime Legend Chronicles Vol. 134,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 40]","Drama, Romance, Slice of Life",TV,Studio_Alpha_282,Nov 2021,13.0,56928,Low
64269,https://myanimelist.net64269,Anime Legend Chronicles Vol. 135,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 62],"Comedy, Adventure, Action, Drama",TV,Studio_Alpha_109,Oct 2002,51.0,35215,Low
54230,https://myanimelist.net54230,Anime Legend Chronicles Vol. 136,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 71],Supernatural,TV,Studio_Alpha_219,2014-08-20,39.0,3479,Low
79003,https://myanimelist.net79003,Anime Legend Chronicles Vol. 137,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 61],"Adventure, Action, Romance, Sci-Fi",Special,,May 2008,10.0,1454,Low
91663,https://myanimelist.net91663,Anime Legend Chronicles Vol. 138,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 31]","Romance, Fantasy, Comedy",Movie,Studio_Alpha_270,2019-12-01,9.0,8016,Low
12098,https://myanimelist.net12098,Anime Legend Chronicles Vol. 139,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 10],"Slice of Life, Action, Romance",TV,Studio_Alpha_204,2006-02-22,41.0,23441,Low
2413,https://myanimelist.net2413,Anime Legend Chronicles Vol. 140,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 43],Comedy,Special,Studio_Alpha_123,Nov 2008,26.0,11773,Low
97315,https://myanimelist.net97315,Anime Legend Chronicles Vol. 141,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 46],"Thriller, Drama, Supernatural, Romance",Movie,Studio_Alpha_34,Jul 2016,21.0,11525,Low
6073,https://myanimelist.net6073,Anime Legend Chronicles Vol. 142,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 99],Sci-Fi,Special,Studio_Alpha_150,"Apr 24, 1990",5.0,89337,Low
62644,https://myanimelist.net62644,Anime Legend Chronicles Vol. 143,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 94]","Comedy, Drama, Action",Movie,Studio_Alpha_205,1998-09-28,30.0,2144,High
95395,https://myanimelist.net95395,Anime Legend Chronicles Vol. 144,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 29],"Action, Thriller, Comedy, Adventure",TV,Studio_Alpha_161,2005-09-30,56.0,21852,Low
16530,https://myanimelist.net16530,Anime Legend Chronicles Vol. 145,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 47],Comedy,Movie,Studio_Alpha_341,"Apr 03, 2004",7.0,6547,Low
22884,https://myanimelist.net22884,Anime Legend Chronicles Vol. 146,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 17],"Sci-Fi, Thriller, Action, Supernatural",Special,Studio_Alpha_248,Aug 1995,29.0,36772,High
8545,https://myanimelist.net8545,Anime Legend Chronicles Vol. 147,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 79]","Comedy, Thriller, Fantasy",TV,Studio_Alpha_258,2005-04-29,1.0,60431,High
3180,https://myanimelist.net3180,Anime Legend Chronicles Vol. 148,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 50]",Adventure,OVA,Studio_Alpha_191,"Oct 09, 2003",18.0,11514,Low
72024,https://myanimelist.net72024,Anime Legend Chronicles Vol. 149,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 16]","Comedy, Action, Romance",TV,Studio_Alpha_98,2003-06-27,20.0,1599413,Low
56115,https://myanimelist.net56115,Anime Legend Chronicles Vol. 150,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 71]","Slice of Life, Action, Adventure, Comedy",TV,,2016-07-14,10.0,9903,Low
12134,https://myanimelist.net12134,Anime Legend Chronicles Vol. 151,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 77]",Fantasy,TV,Studio_Alpha_221,2006-08-15,21.0,3394,Low
90373,https://myanimelist.net90373,Anime Legend Chronicles Vol. 152,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 17],"Thriller, Comedy, Action",TV,Studio_Alpha_290,Mar 2003,6.0,536152,High
14099,https://myanimelist.net14099,Anime Legend Chronicles Vol. 153,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 20]",Romance,OVA,Studio_Alpha_147,"Jan 11, 2001",7.0,12183,High
32487,https://myanimelist.net32487,Anime Legend Chronicles Vol. 154,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 18],"Drama, Thriller, Comedy, Adventure",TV,Toei Animation,"Apr 18, 2011",7.0,2005,Low
33048,https://myanimelist.net33048,Anime Legend Chronicles Vol. 155,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 18]","Comedy, Fantasy",TV,Studio_Alpha_336,"Nov 06, 1998",28.0,10133,Low
54087,https://myanimelist.net54087,Anime Legend Chronicles Vol. 156,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 61],Action,Movie,Madhouse,Mar 2016,23.0,1951,High
2879,https://myanimelist.net2879,Anime Legend Chronicles Vol. 157,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 82]","Drama, Comedy, Supernatural",Special,Studio_Alpha_314,2016-10-23,,38819,High
50680,https://myanimelist.net50680,Anime Legend Chronicles Vol. 158,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 84],"Action, Sci-Fi",TV,Studio_Alpha_187,1992-06-16,11.0,14774,Low
78029,https://myanimelist.net78029,Anime Legend Chronicles Vol. 159,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 15]","Comedy, Action, Adventure, Sci-Fi",TV,Studio_Alpha_237,"Oct 14, 2000",29.0,49635,High
51664,https://myanimelist.net51664,Anime Legend Chronicles Vol. 160,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 20]",Adventure,TV,Studio_Alpha_166,Sep 1992,21.0,10280,Low
